id,context,sentence,graph,variable_name,predicate,broad_aspect_1,broad_aspect_2,broad_aspect_3,broad_aspect_4,broad_aspect_5,compare
bolt-eng-DF-201-185510-351190_0310.1,,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.,"(s1a / and
     :op1 (s1l / lurk-01
               :ARG0 (s1i / i)
               :mod (s1u / usual)
               :mod (s1j / just)
               :place (s1a2 / around
                            :op1 (s1s / site
                                      :mod (s1t3 / this))))
     :op2 (s1f / feel-01
               :ARG0 s1i
               :ARG1 (s1n / need-01
                          :ARG0 s1i
                          :ARG1 (s1p / post-01
                                     :ARG0 s1i
                                     :mod (s1a3 / at-least)
                                     :prep-on-behalf-of (s1p2 / person
                                                              :name (s1n2 / name
                                                                          :op1 ""WGBH"")
                                                              :wiki -)
                                     :frequency 1))
               :ARG1-of (s1c / cause-01
                             :ARG0 (s1s2 / spend-02
                                         :ARG0 s1i
                                         :ARG1 (s1t4 / time
                                                     :quant (s1s3 / some))
                                         :ARG2 (s1r / read-01
                                                    :ARG0 s1i
                                                    :ARG1 (s1t / thread
                                                               :mod (s1t2 / this)))))))",s1r,read-01,,activity,activity,,,FALSE
bolt-eng-DF-201-185510-351190_0310.2,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.," Please keep in mind that this is only my opinion, based upon my own experiences with ""bigfoot-like"" creatures in the woods.","(s2k / keep-in-mind-08
     :ARG1 (s2y / you)
     :ARG2 (s2t / thing
                :ARG1-of (s2o / opine-01
                              :ARG0 (s2i / i)
                              :mod (s2o2 / only))
                :domain (s2t2 / this)
                :ARG1-of (s2b / base-02
                              :ARG2 (s2e / experience-01
                                         :ARG0 s2i
                                         :ARG1 (s2c / creature
                                                    :ARG1-of (s2r2 / resemble-91
                                                                   :ARG2 (s2b2 / bigfoot)))
                                         :place (s2w / woods))))
     :mode imperative
     :polite +)",s2k,keep-in-mind-08,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.2,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.," Please keep in mind that this is only my opinion, based upon my own experiences with ""bigfoot-like"" creatures in the woods.","(s2k / keep-in-mind-08
     :ARG1 (s2y / you)
     :ARG2 (s2t / thing
                :ARG1-of (s2o / opine-01
                              :ARG0 (s2i / i)
                              :mod (s2o2 / only))
                :domain (s2t2 / this)
                :ARG1-of (s2b / base-02
                              :ARG2 (s2e / experience-01
                                         :ARG0 s2i
                                         :ARG1 (s2c / creature
                                                    :ARG1-of (s2r2 / resemble-91
                                                                   :ARG2 (s2b2 / bigfoot)))
                                         :place (s2w / woods))))
     :mode imperative
     :polite +)",s2o,opine-01,,none,process,none,,FALSE
bolt-eng-DF-201-185510-351190_0310.2,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.," Please keep in mind that this is only my opinion, based upon my own experiences with ""bigfoot-like"" creatures in the woods.","(s2k / keep-in-mind-08
     :ARG1 (s2y / you)
     :ARG2 (s2t / thing
                :ARG1-of (s2o / opine-01
                              :ARG0 (s2i / i)
                              :mod (s2o2 / only))
                :domain (s2t2 / this)
                :ARG1-of (s2b / base-02
                              :ARG2 (s2e / experience-01
                                         :ARG0 s2i
                                         :ARG1 (s2c / creature
                                                    :ARG1-of (s2r2 / resemble-91
                                                                   :ARG2 (s2b2 / bigfoot)))
                                         :place (s2w / woods))))
     :mode imperative
     :polite +)",s2b,base-02,,state,,,,FALSE
bolt-eng-DF-201-185510-351190_0310.2,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.," Please keep in mind that this is only my opinion, based upon my own experiences with ""bigfoot-like"" creatures in the woods.","(s2k / keep-in-mind-08
     :ARG1 (s2y / you)
     :ARG2 (s2t / thing
                :ARG1-of (s2o / opine-01
                              :ARG0 (s2i / i)
                              :mod (s2o2 / only))
                :domain (s2t2 / this)
                :ARG1-of (s2b / base-02
                              :ARG2 (s2e / experience-01
                                         :ARG0 s2i
                                         :ARG1 (s2c / creature
                                                    :ARG1-of (s2r2 / resemble-91
                                                                   :ARG2 (s2b2 / bigfoot)))
                                         :place (s2w / woods))))
     :mode imperative
     :polite +)",s2e,experience-01,,process,,,,FALSE
bolt-eng-DF-201-185510-351190_0310.2,I usually just lurk around this site and having spent some time now reading this thread I feel the need to a least post just this one time on WGBH's behalf.," Please keep in mind that this is only my opinion, based upon my own experiences with ""bigfoot-like"" creatures in the woods.","(s2k / keep-in-mind-08
     :ARG1 (s2y / you)
     :ARG2 (s2t / thing
                :ARG1-of (s2o / opine-01
                              :ARG0 (s2i / i)
                              :mod (s2o2 / only))
                :domain (s2t2 / this)
                :ARG1-of (s2b / base-02
                              :ARG2 (s2e / experience-01
                                         :ARG0 s2i
                                         :ARG1 (s2c / creature
                                                    :ARG1-of (s2r2 / resemble-91
                                                                   :ARG2 (s2b2 / bigfoot)))
                                         :place (s2w / woods))))
     :mode imperative
     :polite +)",s2r2,resemble-91,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4b,brave-02,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4p3,post-01,,habitual,habitual,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4e,experience-01,,process,process,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4s2,sure-02,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4i,impress-01,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4t3,treat-01,,activity,activity,,,FALSE
bolt-eng-DF-201-185510-351190_0310.4,,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","(s4a / and
     :op1 (s4b / brave-02
               :ARG0 (s4p / person
                          :name (s4n / name
                                     :op1 ""John"")
                          :wiki -)
               :ARG1 (s4p3 / post-01
                           :ARG0 s4p
                           :ARG1 (s4t / thing
                                      :ARG1-of (s4e / experience-01
                                                    :ARG0 s4p))
                           :ARG2 (s4s / site
                                      :mod (s4t2 / this)))
               :degree (s4p2 / pretty)
               :ARG1-of (s4s2 / sure-02))
     :op2 (s4i / impress-01
               :ARG0 (s4t3 / treat-01
                           :ARG1 s4p
                           :manner (s4w / well-09
                                        :degree (s4s3 / so))
                           :place s4s
                           :mod (s4m / most))
               :ARG1 (s4i2 / i)
               :mod (s4d / duly)))",s4w,well-09,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5c,contrast-91,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5o,obligate-01,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5s,say-01,,performance,performance,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5t,think-01,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5a,accept-01,,performance,performance,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5e,explain-01,,none,process,process,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5e2,encounter-01,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.5,"John is pretty brave to be posting his experience on this site, for sure, and I am duly impressed at how well he is being treated here, for the most part.","However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.","(s5c / contrast-91
     :ARG2 (s5o / obligate-01
                :ARG2 (s5s / say-01
                           :ARG0 (s5i / i)
                           :ARG1 (s5t / think-01
                                      :ARG0 s5i
                                      :ARG1 (s5l / ludicrous
                                                 :domain (s5a / accept-01
                                                              :ARG0 (s5p / person
                                                                         :name (s5n / name
                                                                                    :op1 ""John"")
                                                                         :wiki -)
                                                              :ARG1 (s5e / explain-01
                                                                         :ARG1 (s5e2 / encounter-01
                                                                                     :ARG0 s5p)
                                                                         :mod (s5o2 / other)
                                                                         :mod (s5a2 / any)
                                                                         :ARG1-of (s5h / have-subtraction-91
                                                                                       :ARG2 (s5e4 / event
                                                                                                   :domain s5e2)))))))
                :mod (s5j / just)))",s5h,have-subtraction-91,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.6,"However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.",He saw a bigfoot-like creature.,"(s6s / see-01
     :ARG0 (s6h / he)
     :ARG1 (s6c / creature
                :ARG1-of (s6r / resemble-91
                              :ARG2 (s6b / bigfoot))))",s6s,see-01,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.6,"However, I just have to say that I think it is ludicrous for John to accept any other explanation for his encounter except for what it is.",He saw a bigfoot-like creature.,"(s6s / see-01
     :ARG0 (s6h / he)
     :ARG1 (s6c / creature
                :ARG1-of (s6r / resemble-91
                              :ARG2 (s6b / bigfoot))))",s6r,resemble-91,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.7,He saw a bigfoot-like creature.,I believe him.,"(s7b / believe-01
     :ARG0 (s7i / i)
     :ARG1 (s7h / he))",s7b,believe-01,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8w,write-01,,performance,performance,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8e,expound-01,,performance,performance,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8b2,blog-01,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8i2,include-91,,state,,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8w3,write-01,,performance,process,process,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8b3,blog-01,,none,none,,,FALSE
bolt-eng-DF-201-185510-351190_0310.8,I believe him.," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community"".","(s8w / write-01
     :ARG0 (s8i / i)
     :ARG1 (s8d / dissertation
                :topic (s8p / publication
                            :name (s8n2 / name
                                        :op1 ""BFF"")
                            :ARG1-of (s8e / expound-01
                                          :ARG0 s8i
                                          :place (s8t / thing
                                                      :ARG1-of (s8b2 / blog-01)
                                                      :ARG1-of (s8i2 / include-91
                                                                     :ARG2 (s8t2 / thing
                                                                                 :ARG1-of (s8w3 / write-01
                                                                                                :ARG0 s8i
                                                                                                :medium (s8b3 / blog-01))))
                                                      :quant 1)
                                          :mod (s8m / more))
                            :wiki -)
                :topic (s8p2 / personality
                             :ARG1-of (s8d2 / differ-02)
                             :part-of (s8c2 / community
                                            :mod (s8b4 / bigfoot))))
     :temporal (s8b / before
                    :op1 (s8n / now)
                    :quant (s8w2 / while)))",s8d2,differ-02,,state,state,,,FALSE
bolt-eng-DF-201-185510-351190_0310.9," I wrote a dissertation awhile back on the BFF, that I expounded on more in one of my blog writings, concerning the different personalities in the ""bigfoot community""."," Part of it concerned the differences between ""believers"" and ""knowers"".","(s9c / concern-02
     :ARG0 (s9p2 / part
                 :part-of (s9i / it))
     :ARG1 (s9t / thing
                :ARG3-of (s9d / differ-02
                              :ARG1 (s9p / person
                                         :ARG0-of (s9b / believe-01))
                              :ARG2 (s9p3 / person
                                          :ARG0-of (s9k / know-01)))))",s9c,concern-02,,state,state,,,FALSE
